,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_weight_al,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,matched_observations,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,bp_g,g_rp,l,b,Ecl_Lon,Ecl_Lat,ruwe,dist_869_center,dist_884_center,Cluster,PMemb
133589,4.584993e+17,36.160717,0.032065753,57.77406,0.044086263,0.4966846,0.05149593,9.645123,-0.8102348,0.10278532,-1.1487101,0.11814797,0.2854661,0.08273511,0.01328877,-0.1536766,0.03899253,-0.1167298,-0.3340099,0.1840912,0.08896361,0.1547509,237.0,237.0,-0.9355834,211.7968,7.882437,-0.01487489,27.0,12.0,0.118094,28.0,245.0,7121.3384,4.549182,1565.411,16.05696,20.0,2853.9153,17.413544,163.8905,16.71279,21.0,6319.0103,14.016812,450.8165,15.2603,1.28809,1.452488,0.6558247,0.7966633,135.12488,-2.874316,55.44676,40.615887,0.9751945,1.5514785,0.86044896,NGC_884,0.531
134047,4.585506e+17,33.74914,0.024747044,57.121616,0.03402207,0.37415892,0.04181774,8.947373,-0.47027782,0.07876353,-1.0698003,0.08641855,0.2599521,0.07987691,0.1409208,-0.01364776,-0.1122725,-0.05757146,0.1467116,0.08315234,0.08588696,0.2442386,264.0,262.0,-0.5985484,243.0246,12.99886,-0.008427637,30.0,14.0,0.0902953,32.0,275.0,11372.499,5.128957,2217.312,15.54873,28.0,5961.6245,14.262816,417.9837,15.91298,27.0,8013.95,17.08831,468.9727,15.0023,1.228892,0.9106731,0.3642502,0.546423,134.11948,-3.9240038,53.534477,40.583763,1.026361,1.0008825,1.8466964,NGC_869,0.408
134057,4.5762852e+17,36.468143,0.018252442,56.654827,0.023145458,0.38723195,0.02972742,13.02609,-0.5968106,0.05815456,-1.1563424,0.063915774,0.294494,0.1164829,0.06314818,-0.02308637,-0.14264,-0.03244506,0.01371459,0.0491798,-0.07537705,0.3790872,265.0,263.0,4.215035,365.2388,169.8549,-0.0016169,30.0,14.0,0.05932447,32.0,282.0,131392.69,74.79363,1756.736,12.89194,30.0,82769.016,285.62225,289.7849,13.05672,30.0,75141.016,127.60726,588.8459,12.57223,1.201818,0.4844913,0.1647806,0.3197107,135.67863,-3.8616323,55.0316,39.529858,0.9009257,1.7821963,0.9909525,NGC_884,0.533
135320,4.5842828e+17,36.710594,0.02484981,57.338924,0.03438771,0.40829766,0.044863027,9.100984,-0.51477456,0.07669865,-1.0508627,0.08891623,0.1563672,0.01229719,-0.1883243,-0.07932863,0.2817103,0.04564254,-0.2892819,0.3598964,-0.02768764,-0.06867789,229.0,224.0,8.453522,446.7636,378.3417,-0.07837926,26.0,11.0,0.05603231,27.0,232.0,364204.7,168.46967,2161.841,11.785,23.0,230638.73,647.071,356.435,11.94406,23.0,206427.0,396.77142,520.2668,11.475,1.200055,0.4690542,0.1590557,0.3099985,135.5562,-3.1757088,55.55827,40.097103,1.0032698,1.9718715,1.1351012,NGC_884,0.576
135327,4.5842952e+17,36.667645,0.023227196,57.413414,0.03128415,0.40226403,0.044004124,9.141508,-0.8709496,0.07126845,-1.0684917,0.0849566,0.2580891,-0.03916495,-0.2131352,0.0289268,0.3011979,0.1164717,-0.07143293,0.4115174,-0.1689607,0.04735022,211.0,210.0,-3.059832,148.5368,24.71988,-0.03503196,24.0,11.0,0.08379805,25.0,217.0,20795.83,7.0269885,2959.423,14.89342,22.0,10446.32,20.010815,522.0338,15.30398,23.0,15276.917,18.48872,826.2831,14.30183,1.236942,1.00215,0.4105549,0.5915947,135.50769,-3.1145554,55.571396,40.17446,0.9593811,1.9387195,1.1099383,NGC_884,0.57
136041,4.5855607e+17,33.753563,0.023608707,57.256153,0.03465264,0.4148628,0.04080444,10.1671,-0.52412975,0.06803384,-0.9872512,0.08458142,0.3316186,0.1651198,0.03867174,0.03127657,0.08310634,-0.01579285,0.2118981,0.1939605,0.1739817,0.2456907,282.0,281.0,-0.02966715,274.6385,12.24331,0.05387734,32.0,13.0,0.08847751,35.0,296.0,10691.74,4.5917487,2328.468,15.61574,31.0,5495.944,18.301619,300.2982,16.00128,31.0,7755.4575,12.458267,622.515,15.0379,1.239406,0.9633799,0.3855371,0.5778427,134.07886,-3.7956927,53.614605,40.703804,1.0524406,1.0046017,1.8469329,NGC_869,0.418
136137,4.5859056e+17,34.065258,0.01676436,57.642033,0.020559788,0.3806283,0.02889411,13.17321,-0.8002741,0.051179584,-0.9450063,0.05361021,0.2169364,0.06062076,-0.09877917,0.05186348,-0.03177788,0.04536358,-0.02778956,0.3879551,-0.02403796,0.2030537,239.0,237.0,-4.487056,147.6532,54.19249,-0.01083397,28.0,13.0,0.06200321,30.0,255.0,45536.465,13.787621,3302.707,14.04247,28.0,24361.418,59.88302,406.8168,14.38463,28.0,31485.97,34.839073,903.7546,13.51663,1.226432,0.8680048,0.342165,0.5258398,134.11421,-3.3764272,54.03664,40.977825,0.9494697,0.8560134,1.6155444,NGC_869,0.427
136353,4.584344e+17,36.571186,0.023134667,57.534435,0.027028898,0.46960875,0.03711652,12.65228,-0.6603524,0.07758519,-1.0664681,0.081814356,0.176628,-0.007599498,0.0782456,0.03568889,-0.05854195,0.03476807,-0.03707527,0.1589448,-0.1609862,0.1002572,245.0,245.0,-0.7364424,223.5877,18.04603,-0.1236179,28.0,13.0,0.08527012,29.0,247.0,15574.674,5.741827,2712.494,15.20732,26.0,7442.603,18.920038,393.3715,15.67208,23.0,12099.911,21.527508,562.0674,14.55496,1.254762,1.117112,0.4647579,0.6523542,135.4157,-3.0202281,55.57599,40.306084,1.0643015,1.8659146,1.0578042,NGC_884,0.504
136994,4.576757e+17,36.75499,0.032687612,57.245525,0.044997625,0.37232044,0.058296952,6.38662,-0.78525716,0.09810614,-1.0764954,0.12424494,0.2216087,0.0479003,-0.09273524,-0.01254138,0.1576519,-0.009496702,0.1375685,0.2138655,0.09208743,0.1224654,228.0,226.0,-0.8338733,203.2971,7.710451,0.006037898,26.0,12.0,0.1188326,26.0,227.0,7107.323,4.9681783,1430.569,16.0591,24.0,3152.5872,12.8917465,244.5431,16.60472,23.0,5930.3486,21.469479,276.2223,15.32922,1.277969,1.275501,0.54562,0.7298813,135.61235,-3.2541645,55.535946,40.002197,0.9902602,2.0084121,1.1654058,NGC_884,0.512
137349,4.5842863e+17,36.70813,0.021063939,57.36857,0.02880339,0.3997194,0.037991732,10.52122,-0.4612196,0.06361208,-1.2007606,0.08597902,0.1716455,-0.06660928,-0.2413337,0.002527906,0.2209752,0.05037084,-0.1392537,0.3435125,-0.1419823,-0.01489665,210.0,209.0,5.744402,342.4777,158.3049,-0.05444252,24.0,11.0,0.06838901,25.0,204.0,126517.15,46.181595,2739.558,12.93299,23.0,73521.2,116.58997,630.5963,13.18536,24.0,79573.88,109.938385,723.8044,12.50999,1.210074,0.6753635,0.2523651,0.4229984,135.54425,-3.1485338,55.572853,40.124603,1.0715955,1.9728119,1.1386528,NGC_884,0.537
137652,4.5766154e+17,36.71903,0.017524153,56.915756,0.020373503,0.34479055,0.028229933,12.21365,-0.74488515,0.052883282,-1.0576677,0.057158526,0.2681319,0.1830855,0.05889021,-0.01603803,-0.07545248,-0.01851276,-0.04107019,0.2044752,-0.08703001,0.3070107,237.0,236.0,-0.6556861,216.552,52.41333,-0.04317454,27.0,14.0,0.06813186,29.0,250.0,43738.08,13.829811,3162.594,14.08622,28.0,26022.543,51.015594,510.09,14.31301,25.0,26732.668,47.464012,563.2197,13.69431,1.206162,0.6187,0.2267971,0.3919029,135.71332,-3.5687609,55.3344,39.710323,1.0457599,1.9804717,1.1425208,NGC_884,0.622
137828,4.585837e+17,33.898605,0.015880805,57.514442,0.019331614,0.3873297,0.027283156,14.19666,-0.6893979,0.050704632,-1.0123037,0.049221274,0.1727914,0.08370593,0.04846594,-0.01242721,-0.1586214,-0.0658549,0.09250572,0.2426866,0.09647942,0.2401977,221.0,220.0,-4.403958,135.5066,78.56405,-0.07327605,25.0,13.0,0.06085903,26.0,229.0,63641.246,16.168516,3936.122,13.67902,25.0,37245.39,61.88494,601.849,13.92371,25.0,39984.28,45.469143,879.3717,13.2572,1.213516,0.6665106,0.244688,0.4218225,134.07051,-3.5259612,53.856476,40.902054,0.8907801,0.93485475,1.7413354,NGC_869,0.379
138205,4.576651e+17,36.77497,0.032853205,57.10002,0.041821513,0.42201847,0.053554077,7.88023,-0.5649443,0.09665424,-1.151284,0.12231818,0.2527117,0.0634863,-0.06943341,-0.04745055,-0.03382906,-0.05370291,0.03495062,0.1887447,-0.03850499,0.2158053,273.0,272.0,0.205983,271.1142,6.334352,0.006796469,31.0,14.0,0.1203422,32.0,280.0,6032.2856,7.085669,851.3361,16.23716,29.0,2440.7898,14.335935,170.2568,16.88256,29.0,5282.809,18.43238,286.6048,15.45476,1.280377,1.427805,0.645401,0.7824039,135.67513,-3.385926,55.46994,39.865353,1.0214446,2.025168,1.1794013,NGC_884,0.598
138821,4.5767096e+17,36.779385,0.01635158,57.11154,0.020618375,0.389493,0.027564216,14.13038,-0.52681196,0.047931712,-0.8648705,0.059796646,0.2508579,0.1179081,-0.06741993,-0.03509275,-0.00698015,-0.03380743,-0.05189537,0.272396,-0.02261843,0.2305448,238.0,238.0,-3.943274,157.3083,57.041,-0.0159077,27.0,14.0,0.06742173,28.0,245.0,47001.297,12.782435,3677.022,14.00809,28.0,26891.615,49.72457,540.8114,14.27735,27.0,30097.295,49.159374,612.2392,13.5656,1.212497,0.7117443,0.2692547,0.4424896,135.67319,-3.3743181,55.47901,39.87484,0.9238263,2.0294545,1.1836282,NGC_884,0.553
138863,4.5854425e+17,33.727856,0.020361137,57.048782,0.027862605,0.42924675,0.03398481,12.63055,-0.5745122,0.06652576,-0.98909813,0.071790084,0.2816287,0.06654946,0.1583257,0.0335222,-0.1367397,0.002249376,0.1187728,0.08797693,0.04840459,0.3163198,301.0,299.0,-0.7785572,274.8843,16.12861,0.0239191,34.0,14.0,0.08233954,36.0,312.0,14133.604,5.6758213,2490.143,15.31273,33.0,7576.6504,15.357331,493.3572,15.65269,33.0,9678.683,14.989265,645.7076,14.79738,1.220873,0.8553152,0.3399611,0.5153542,134.1317,-3.9967327,53.479042,40.523235,1.0296735,1.0252349,1.8695316,NGC_869,0.46
139298,4.5766158e+17,36.72952,0.028924294,56.916733,0.039876107,0.4307812,0.047885425,8.996081,-0.5913267,0.09955712,-1.2537788,0.12824783,0.329555,-0.05198593,0.1674045,0.1458944,-0.2756598,0.1952892,0.3833092,-0.1450549,-0.2356353,0.467183,251.0,251.0,-3.279704,179.6468,10.13386,0.03690261,29.0,13.0,0.1383827,31.0,267.0,9188.329,4.724268,1944.921,15.78027,30.0,4654.476,14.14873,328.9678,16.18171,28.0,6626.2646,14.35887,461.4754,15.20875,1.227725,0.9729633,0.4014368,0.5715265,135.71832,-3.5657847,55.3417,39.70884,0.892738,1.9907974,1.1526581,NGC_884,0.539
139558,4.5767415e+17,36.782997,0.022574825,57.1667,0.029057108,0.40939158,0.037917048,10.79703,-0.5375545,0.06838547,-1.0124419,0.0873804,0.2194041,-0.004567673,-0.09428044,-0.08491918,0.03254883,-0.08789261,0.05830219,0.1940549,0.02927088,0.1434134,244.0,243.0,-3.520745,168.6234,17.65557,-0.0295114,28.0,13.0,0.08954673,29.0,251.0,15279.872,5.3270326,2868.365,15.22807,27.0,8158.4106,24.851898,328.2812,15.57237,27.0,10496.85,18.18441,577.2444,14.70927,1.220904,0.863102,0.3443079,0.5187941,135.65504,-3.3221848,55.511192,39.924202,0.9024392,2.033359,1.1878958,NGC_884,0.544
140542,4.5868646e+17,34.34169,0.016613517,57.803257,0.01952586,0.4379813,0.026400112,16.59013,-0.53530943,0.062219393,-1.0117022,0.053314865,0.2262498,-0.1082326,0.1074952,0.08073061,-0.2027015,0.0667877,0.01843347,0.0455059,-0.09219921,0.2863443,237.0,237.0,-4.940261,140.5472,54.35842,-0.06476496,28.0,13.0,0.07316333,30.0,253.0,43576.516,12.681667,3436.182,14.09023,28.0,21640.078,48.044613,450.4163,14.51324,27.0,32536.15,42.81307,759.9584,13.481,1.243244,1.032236,0.4230061,0.60923,134.20168,-3.1760292,54.305885,41.05855,0.96310836,0.7888213,1.4258008,NGC_869,0.413
140673,4.5858204e+17,33.839493,0.014399052,57.46937,0.018212726,0.4315861,0.02399333,17.98775,-0.6932068,0.043304432,-0.8877297,0.046590064,0.1729316,0.02237494,-0.03595305,-0.1421294,0.05855221,-0.1816363,0.05104063,0.1613426,0.2715796,0.08980876,263.0,263.0,-4.267068,172.1931,62.22343,-0.03625938,30.0,13.0,0.05407153,30.0,263.0,51009.53,11.888125,4290.797,13.91924,28.0,28603.58,48.014366,595.7296,14.21034,27.0,33612.246,41.85641,803.037,13.44568,1.21969,0.7646618,0.2911005,0.4735613,134.05478,-3.5788207,53.792633,40.875393,0.9438699,0.9722803,1.7897826,NGC_869,0.386
141287,4.586864e+17,34.301754,0.018423498,57.790054,0.022395916,0.46361697,0.028999778,15.98692,-0.7611341,0.06778078,-1.0018286,0.059488315,0.2441002,-0.04983542,0.1678928,0.1007285,-0.1458478,0.1077825,0.06829118,-0.01145799,-0.08444327,0.2944486,235.0,235.0,-4.340943,148.3963,34.99508,-0.0251323,27.0,13.0,0.07865519,29.0,250.0,28281.09,8.607793,3285.521,14.55963,29.0,14592.11,29.244493,498.9695,14.94109,26.0,20376.336,16.942669,1202.664,13.9891,1.23646,0.9519882,0.3814669,0.5705214,134.18584,-3.1954517,54.27285,41.05594,0.9285253,0.7992489,1.4549701,NGC_869,0.456
141663,4.5766477e+17,36.79163,0.015490391,57.068684,0.020313568,0.4213774,0.026179012,16.096,-0.56838083,0.04513814,-1.1801124,0.058382068,0.3260694,0.08277198,-0.1013843,-0.07213007,0.04325205,-0.05909708,-0.0234377,0.2351821,-0.08272175,0.2444505,264.0,263.0,6.792927,444.1542,146.836,-0.004905815,30.0,14.0,0.05973783,31.0,244.0,119177.66,41.890354,2844.99,12.99788,30.0,39162.016,74.674034,524.4396,13.86923,29.0,117645.055,117.227425,1003.563,12.08549,1.315742,1.78374,0.8713465,0.9123936,135.69493,-3.4118738,55.463726,39.833084,1.0217437,2.0425012,1.197122,NGC_884,0.5
142321,4.58541e+17,33.75883,0.023236023,56.904007,0.029613692,0.40606588,0.038402695,10.57389,-0.5873783,0.07465114,-0.9676148,0.073152356,0.3114009,0.1405797,0.1866378,0.05836628,-0.1006194,0.01655133,0.06538142,0.2131868,0.09777271,0.322296,262.0,262.0,-0.1844085,252.1829,15.99037,0.003449917,30.0,14.0,0.08591736,32.0,263.0,14212.743,5.774637,2461.236,15.30667,30.0,7038.3613,18.370853,383.1266,15.73271,31.0,10593.399,19.339167,547.7692,14.69933,1.24056,1.033378,0.4260378,0.6073399,134.19391,-4.128622,53.416317,40.385513,1.0750738,1.0162383,1.8502485,NGC_869,0.42
142391,4.586864e+17,34.2893,0.021579796,57.789207,0.026729418,0.4993369,0.03435363,14.5352,-0.81916183,0.06876318,-1.0764916,0.070518926,0.2338421,0.03797769,-0.0117711,0.0187938,-0.05966353,0.01648094,-0.008453081,0.162893,-0.04393303,0.2429597,254.0,254.0,2.040279,296.6125,271.2706,-0.01378294,29.0,14.0,0.05213428,31.0,267.0,194570.95,32.874454,5918.606,12.46567,29.0,110207.0,276.80185,398.144,12.74586,29.0,127083.484,118.6675,1070.921,12.0017,1.219558,0.7441673,0.2801943,0.463973,134.17982,-3.1984131,54.26444,41.05807,0.91708416,0.80560446,1.465674,NGC_869,0.468
142992,4.5859245e+17,34.118073,0.026534362,57.708145,0.0342872,0.41467857,0.045613203,9.091196,-0.6484107,0.08851336,-0.92202246,0.08578658,0.2372667,0.01297907,-0.01519259,0.06379232,-0.01454084,0.08108464,-0.02238085,0.2616127,-0.03459757,0.206024,234.0,233.0,0.1610433,230.7835,12.21584,0.0006891842,27.0,13.0,0.0937246,29.0,246.0,11142.614,5.7224092,1947.189,15.5709,26.0,5757.479,16.912233,340.4328,15.95081,26.0,7865.673,18.621515,422.397,15.02258,1.222617,0.9282274,0.3799095,0.5483179,134.1196,-3.304738,54.108543,41.024982,1.0617552,0.8576207,1.5886579,NGC_869,0.396
144671,4.5761667e+17,36.495197,0.020447265,56.61763,0.025818784,0.43674976,0.032860838,13.29089,-0.72265625,0.06572061,-1.2939813,0.0700817,0.2442784,0.1199199,0.1392813,0.05645071,-0.07759375,0.07395996,0.1154746,-0.04667836,-0.1061449,0.2832665,288.0,288.0,-1.220387,254.3263,17.37747,0.01355503,33.0,14.0,0.0804409,35.0,304.0,14650.094,5.165728,2836.017,15.27376,32.0,7570.279,14.706445,514.7593,15.65361,32.0,10427.696,14.58687,714.8686,14.71645,1.228523,0.9371595,0.3798437,0.5573158,135.70589,-3.891053,55.029163,39.489838,1.0230434,1.8183868,1.032608,NGC_884,0.491
144901,4.5852848e+17,33.780853,0.021580877,56.84053,0.031046156,0.37229598,0.038730275,9.612532,-0.76824915,0.07311161,-1.1695712,0.0777031,0.3283312,-0.008368683,0.03913932,-0.04571657,-0.2717821,-0.1256371,-0.1268727,0.2464007,0.2184861,0.3992194,258.0,257.0,0.1391511,254.4653,18.29969,0.05007491,29.0,13.0,0.09045628,30.0,264.0,15874.662,6.233714,2546.582,15.1866,27.0,8434.054,19.96259,422.493,15.5363,26.0,11062.005,19.238935,574.9801,14.65234,1.228124,0.8839617,0.3496923,0.5342693,134.22562,-4.18496,53.3944,40.3231,1.084425,1.0109781,1.8371382,NGC_869,0.376
145447,4.5851628e+17,35.810684,0.026131472,57.92116,0.036294624,0.3805571,0.04313127,8.82323,-0.50890803,0.07792028,-0.8415899,0.10587517,0.2135722,0.04710581,-0.1465077,-0.07599907,-0.2066895,-0.1288912,-0.1995019,0.235095,0.1416513,0.3120746,230.0,228.0,-3.140189,162.4995,12.68491,0.04848552,26.0,13.0,0.1098058,29.0,241.0,11118.167,5.262756,2112.613,15.57328,28.0,5410.4277,25.486467,212.2863,16.01831,28.0,8455.131,15.674649,539.4144,14.94412,1.247108,1.074189,0.4450254,0.6291637,134.89862,-2.8017075,55.306675,40.82818,0.9092496,1.324245,0.8246403,NGC_884,0.492
145489,4.5767467e+17,36.81194,0.026801012,57.212658,0.039975643,0.38160792,0.047035497,8.11319,-0.6436468,0.07904722,-1.0799273,0.12894347,0.2830216,-0.02589421,-0.1975484,-0.2049105,0.06513986,-0.1561479,-0.2219763,0.3081818,0.06171815,0.2051348,202.0,200.0,7.134578,371.5303,328.8048,0.01979499,23.0,11.0,0.080236,24.0,209.0,263803.0,119.26711,2211.867,12.13517,23.0,166917.77,493.31268,338.361,12.29513,23.0,150085.34,203.36026,738.0269,11.82107,1.201666,0.4740572,0.1599655,0.3140917,135.65305,-3.2736642,55.5547,39.95949,1.0212152,2.0636635,1.2192618,NGC_884,0.629
145494,4.5863104e+17,33.886177,0.020988,57.552937,0.023300217,0.40631273,0.032282393,12.5862,-0.7500674,0.07865023,-0.95521116,0.058897182,0.1522623,0.005693864,0.2523063,-0.0650565,0.0183191,-0.06224372,-0.05922529,0.100664,0.1346537,0.05527243,236.0,236.0,-2.967966,172.3493,26.02794,-0.1000794,27.0,13.0,0.08260341,30.0,244.0,22390.79,8.63483,2593.078,14.81319,28.0,12664.179,19.999601,633.2216,15.09495,25.0,14502.819,30.361168,477.6766,14.35829,1.213311,0.7366571,0.2817535,0.4549036,134.05183,-3.4916253,53.870796,40.939598,0.92813104,0.9625375,1.7624003,NGC_869,0.387
145969,4.5767646e+17,36.803364,0.02461099,57.262444,0.032897804,0.36654857,0.042635098,8.597342,-0.5556462,0.0756955,-0.99068886,0.103054956,0.1367377,-0.02531117,-0.1157298,-0.008235398,0.08764795,0.001889909,-0.04477887,0.2215112,-0.08345425,0.01863179,227.0,227.0,-1.172431,197.5829,14.63307,-0.04038566,26.0,12.0,0.1017879,27.0,236.0,12823.79,6.0319977,2125.961,15.41832,27.0,6092.775,16.204206,375.9996,15.88935,25.0,9905.711,17.353357,570.8239,14.77221,1.247563,1.117145,0.4710255,0.6461191,135.63066,-3.2289312,55.5762,40.006702,1.0192283,2.057739,1.2153276,NGC_884,0.54
147230,4.5852724e+17,33.82664,0.024540594,56.763096,0.037053104,0.42548147,0.043353822,9.814163,-0.72191244,0.07788311,-1.0568405,0.102358446,0.4488432,-0.1784951,-0.08774889,0.01370308,-0.4310866,-0.05741808,0.1687265,0.1969359,-0.05561243,0.5013199,264.0,264.0,-0.6802157,243.1852,14.81175,0.05470359,30.0,12.0,0.1116091,31.0,262.0,12751.947,5.9261847,2151.797,15.42442,27.0,6866.0757,17.705868,387.7853,15.75962,30.0,8732.822,19.70668,443.1402,14.90903,1.223256,0.8505831,0.3351927,0.5153904,134.2742,-4.250351,53.380043,40.24245,1.0230471,0.9929713,1.8058293,NGC_869,0.362
148295,4.5752768e+17,35.76495,0.020053001,56.31296,0.025530757,0.38158554,0.03347992,11.39744,-0.6691752,0.061336182,-1.27269,0.077966355,0.2531994,-0.1148032,-0.1001281,-0.1000416,-0.1201845,-0.1330228,0.07756965,0.2236805,0.01527253,0.1583424,274.0,274.0,-0.8470713,249.1927,21.44392,-0.08621909,31.0,13.0,0.08230136,32.0,279.0,18576.04,7.215407,2574.497,15.01598,29.0,10839.077,17.205336,629.9835,15.26391,30.0,11528.847,21.89204,526.6228,14.60746,1.204128,0.6564522,0.2479248,0.4085274,135.43507,-4.318369,54.39008,39.380592,1.0029134,1.3019052,0.8294633,NGC_884,0.569
149112,4.586378e+17,34.033203,0.013296583,57.68548,0.016877854,0.45624787,0.02321144,19.65616,-0.5134812,0.044667684,-0.9779381,0.043878697,0.2258358,-0.009834294,-0.03444412,0.02794018,-0.0104997,0.03405835,-0.0357524,0.2987706,-0.02000422,0.2174212,257.0,255.0,-3.267743,183.2761,124.7495,-0.02601533,29.0,13.0,0.05575168,31.0,271.0,102825.07,26.33306,3904.79,13.15812,31.0,61285.477,166.30898,368.5037,13.38299,31.0,63492.57,54.422993,1166.65,12.75511,1.213498,0.627882,0.2248764,0.4030056,134.08392,-3.3408232,54.041344,41.0244,0.86113125,0.90786034,1.6601058,NGC_869,0.424
149263,4.5767082e+17,36.838894,0.020469299,57.10548,0.026628086,0.35982445,0.034404036,10.45879,-0.5882753,0.059850443,-1.052616,0.07775536,0.2578191,0.07081544,-0.07193799,-0.08211572,0.07159879,-0.0799777,0.05701356,0.2192705,0.03123916,0.1509917,233.0,233.0,-4.048769,151.5016,25.79577,-0.02650931,27.0,13.0,0.08133274,28.0,241.0,21818.814,9.79355,2227.876,14.84129,26.0,11328.306,26.806818,422.5905,15.21598,26.0,15517.084,19.173082,809.3161,14.28489,1.230378,0.9310808,0.3746881,0.5563927,135.70557,-3.368275,55.51404,39.855915,0.912764,2.089019,1.2432139,NGC_884,0.653
150244,4.5753057e+17,36.09007,0.020743057,56.39155,0.027909145,0.36575568,0.03836754,9.532946,-0.58376956,0.06265426,-1.2200896,0.07133719,0.2905282,-0.003487041,-0.1319799,-0.05741733,-0.05765608,-0.09129428,0.06111202,0.3618422,0.04789091,0.230928,236.0,235.0,-2.181608,185.7322,26.30903,-0.05628615,27.0,13.0,0.07626197,29.0,252.0,22675.135,8.446839,2684.452,14.79949,23.0,13756.064,13.693507,1004.568,15.00515,26.0,13429.492,17.620306,762.16,14.44177,1.198915,0.5633821,0.2056618,0.3577204,135.57675,-4.1817536,54.644302,39.37696,0.9170012,1.5292604,0.88443136,NGC_884,0.537
150435,4.588056e+17,36.71191,0.022447199,57.482033,0.029115913,0.41178098,0.037012298,11.12552,-0.45505294,0.067934796,-1.062442,0.08347833,0.1998996,0.03231956,-0.06532106,-0.03549881,-0.006077998,-0.0334711,0.08074163,0.1686661,-0.02136859,0.2152635,246.0,245.0,-2.313277,192.2269,16.6066,-0.0006607699,28.0,14.0,0.08776041,30.0,262.0,14345.767,5.1260185,2798.618,15.29656,27.0,7241.846,13.603708,532.3436,15.70177,26.0,10479.8955,16.974478,617.3913,14.71103,1.235329,0.990737,0.4052086,0.5855284,135.5052,-3.0419617,55.63725,40.226864,0.96921265,1.9935381,1.1717933,NGC_884,0.524
150689,4.585161e+17,35.638393,0.018265605,57.967026,0.02688091,0.414093,0.03003647,13.78634,-0.53106594,0.0536146,-0.9395898,0.08694577,0.2620775,-0.04818403,-0.1194952,-0.02946454,-0.291759,-0.03529512,0.2396648,0.1128522,-0.06395318,0.3099974,229.0,229.0,-2.126287,181.362,38.06852,0.009470318,26.0,11.0,0.09511532,28.0,245.0,32059.088,10.082661,3179.626,14.42349,26.0,18135.393,30.240416,599.7071,14.70507,26.0,21023.94,51.89649,405.1129,13.95513,1.221474,0.7499361,0.2815828,0.4683533,134.79683,-2.7903402,55.223232,40.9087,0.9942359,1.2217395,0.8431009,NGC_884,0.626
150899,4.5882198e+17,36.55858,0.014482025,57.630928,0.017703835,0.40940097,0.022914367,17.86656,-0.5953879,0.047893085,-1.0418822,0.05171187,0.2495103,0.04522071,0.03662291,-0.1107669,-0.2117356,-0.1711964,-0.199853,0.2070747,0.1073412,0.318143,256.0,256.0,-7.745154,113.9922,104.6869,-0.06244415,29.0,13.0,0.06591723,30.0,264.0,84817.34,22.688814,3738.289,13.36715,25.0,40135.047,91.612114,438.0976,13.84258,29.0,66378.82,156.5578,423.9892,12.70685,1.255803,1.135733,0.4754248,0.6603079,135.37477,-2.9325638,55.621017,40.39652,0.9102456,1.8771156,1.0875864,NGC_884,0.579
152037,4.5870254e+17,35.25196,0.016807597,57.99667,0.025065295,0.47616047,0.028926099,16.46128,-0.7149474,0.05310907,-1.0079197,0.084633395,0.3161513,-0.1029062,-0.1271871,-0.0511819,-0.1896329,-0.009633244,0.3706078,0.2044169,0.03715771,0.4236452,247.0,247.0,-4.313189,158.4687,49.42441,0.02125188,28.0,11.0,0.09575394,29.0,254.0,40305.332,9.162863,4398.771,14.17496,27.0,20328.168,34.0752,596.5679,14.58114,26.0,29403.33,25.359661,1159.453,13.59093,1.233869,0.9902134,0.4061832,0.5840302,134.59393,-2.8326042,54.995003,41.0234,0.98357606,1.0029818,0.9370472,NGC_884,0.444
152496,4.5870405e+17,35.069645,0.016215561,57.992718,0.02037715,0.3829159,0.025462683,15.03832,-0.6371344,0.045903336,-1.0143205,0.052284922,0.3601162,0.03884859,-0.2196812,-0.2094052,-0.07967726,-0.2594242,-0.2012622,0.3237497,0.2883842,0.3410826,248.0,247.0,-4.779195,150.8627,60.28374,0.03260392,29.0,13.0,0.06491597,30.0,255.0,49459.027,11.38278,4345.074,13.95275,27.0,27204.006,47.219147,576.1223,14.26481,28.0,33383.953,34.108017,978.7714,13.45308,1.225013,0.8117304,0.3120537,0.4996767,134.50423,-2.8689954,54.87715,41.0615,0.9277919,0.92159307,1.014795,NGC_869,0.37
