,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_weight_al,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,matched_observations,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,bp_g,g_rp,l,b,Ecl_Lon,Ecl_Lat,ruwe,dist_869_center,dist_884_center,Cluster,PMemb
152640,4.5854706e+17,33.647217,0.015906073,57.055935,0.02166107,0.36972815,0.026256451,14.08142,-0.6707836,0.05057876,-1.111142,0.055296216,0.3230352,0.1111328,0.1383355,0.05921283,-0.1401251,0.04373731,0.08990929,0.08379921,0.003430522,0.3468923,291.0,291.0,-3.541832,208.8385,37.55787,0.03696586,33.0,14.0,0.06673133,35.0,295.0,30865.822,10.419738,2962.246,14.46467,33.0,18105.375,26.042406,695.2267,14.70687,34.0,19260.076,29.237255,658.7512,14.05027,1.210577,0.6565943,0.242198,0.4143963,134.08772,-4.0038652,53.43119,40.54877,0.9115704,1.1051569,1.9498398,NGC_869,0.39
152758,4.5863784e+17,33.99314,0.023470087,57.67739,0.029283922,0.4131421,0.040225536,10.27064,-0.6454802,0.08139842,-0.9961284,0.07307258,0.08742207,-0.02114745,-0.01877741,-0.01594928,-0.03302047,-0.01383455,-0.1197754,0.2301272,0.164015,0.05402497,242.0,240.0,-0.555854,222.5107,15.34868,-0.05703723,27.0,13.0,0.08216297,29.0,250.0,13616.057,5.764389,2362.099,15.35324,27.0,6994.3423,21.068605,331.9794,15.73952,27.0,9807.634,13.497374,726.6328,14.78301,1.233983,0.9565115,0.3862839,0.5702276,134.06621,-3.3553712,54.011124,41.026485,1.0450424,0.93504024,1.695217,NGC_869,0.383
152963,4.5882754e+17,36.302265,0.0205712,57.791664,0.026888492,0.3819368,0.03304901,11.55668,-0.54152566,0.06757741,-0.8499925,0.0837487,0.308758,-0.03426296,-0.07577635,-0.1235812,-0.01737002,-0.1228917,-0.2476353,0.1825668,-0.04590648,0.2681234,236.0,236.0,-5.288821,134.4838,25.35014,-0.02889905,27.0,12.0,0.09183462,28.0,242.0,21097.309,7.7542706,2720.734,14.8778,25.0,11219.548,23.915829,469.1265,15.22645,25.0,14732.648,18.647066,790.0786,14.34122,1.230119,0.885232,0.3486519,0.5365801,135.18933,-2.8311706,55.54665,40.59995,0.84483105,1.6880563,0.9713324,NGC_884,0.535
153162,4.5855486e+17,33.646694,0.018620579,57.22756,0.023587637,0.39428207,0.029577125,13.33064,-0.9173263,0.05793662,-1.1042461,0.057575773,0.2622193,0.09241003,0.08820761,-0.09115191,0.03593886,-0.1289458,-0.008830867,0.1078353,0.1827816,0.1489779,283.0,282.0,-1.106979,251.1282,22.92633,-0.01412547,32.0,14.0,0.06626524,34.0,295.0,19652.594,6.831004,2876.97,14.95482,31.0,11265.6875,19.835365,567.9597,15.22199,28.0,12587.283,19.103724,658.8916,14.51209,1.213731,0.7099037,0.2671776,0.4427261,134.03299,-3.8411589,53.529514,40.70332,1.0099597,1.107759,1.9518358,NGC_869,0.425
153481,4.5766306e+17,36.832695,0.015686182,56.96307,0.020040879,0.44723982,0.026101278,17.13479,-0.5393841,0.045816172,-1.2429234,0.05982994,0.2002427,0.07742434,-0.02823321,-0.01892913,0.1058368,-0.02024207,0.1973033,0.1329499,-0.105512,0.07801414,267.0,267.0,-3.265166,193.5938,44.39662,-0.06755882,30.0,13.0,0.06637648,31.0,274.0,37201.363,9.658264,3851.765,14.26197,30.0,21535.834,58.987854,365.0893,14.51848,29.0,23499.97,38.522472,610.0328,13.83425,1.210595,0.6842327,0.2565155,0.4277172,135.7541,-3.502233,55.433254,39.7277,0.94007033,2.0892415,1.2474166,NGC_884,0.574
153962,4.5882373e+17,36.45509,0.019752199,57.715855,0.024476515,0.4278052,0.0315864,13.54397,-0.58674806,0.0766757,-1.0269463,0.07021668,0.268044,-0.08644509,0.186133,-0.04275057,-0.1657349,-0.06874955,-0.1150905,-0.04609071,0.07136004,0.3035271,238.0,238.0,-5.078159,139.1973,32.42752,-0.02709874,27.0,12.0,0.0885598,28.0,246.0,26622.254,8.180093,3254.517,14.62525,28.0,13217.48,18.575274,711.5632,15.04852,28.0,19777.533,21.986729,899.5214,14.02149,1.239377,1.027026,0.4232626,0.6037636,135.29262,-2.8730304,55.601913,40.496834,0.899044,1.8034726,1.0428,NGC_884,0.551
154834,4.5767824e+17,36.806572,0.024914898,57.381626,0.032559015,0.45313224,0.043910153,10.31953,-0.54470754,0.07494977,-1.1449872,0.08346714,0.2278912,0.02107966,-0.2351215,-0.07165099,0.2602194,0.05685721,-0.3219519,0.4334656,-0.1356777,0.01674847,234.0,232.0,3.363158,305.6512,301.6208,-0.07136682,27.0,12.0,0.05279682,29.0,250.0,221817.7,71.27732,3112.038,12.32338,28.0,130492.74,267.74997,487.3679,12.56242,27.0,138083.16,182.95502,754.7382,11.91157,1.210796,0.6508541,0.2390471,0.4118071,135.5891,-3.1171956,55.64306,40.114353,0.9363644,2.0721114,1.2376369,NGC_884,0.589
155095,4.586869e+17,34.162914,0.014582787,57.78391,0.01805079,0.51130015,0.024793692,20.62219,-0.53380084,0.048006188,-0.9513052,0.049101695,0.2394039,0.08398645,0.06701808,0.03585579,0.09276333,0.09022886,-0.1052088,0.3126738,-0.1376265,0.1364777,243.0,243.0,-4.139275,158.1244,94.9651,-0.06046994,28.0,13.0,0.05789018,30.0,250.0,76556.84,17.033875,4494.388,13.47841,29.0,41366.754,70.01706,590.8096,13.80976,28.0,52371.17,51.921127,1008.668,12.96419,1.224423,0.8455696,0.3313532,0.5142164,134.11772,-3.2253044,54.18096,41.082695,1.001227,0.88002884,1.5771557,NGC_869,0.4
155398,4.576708e+17,36.87416,0.023285046,57.108437,0.029299188,0.45543206,0.03904091,11.66551,-0.37730357,0.066504,-1.0465435,0.084382616,0.2509199,0.1443854,-0.03178749,-0.0624341,0.06257608,-0.05836848,0.02553571,0.2654677,0.04655439,0.1473745,219.0,217.0,-2.640618,161.5855,23.07765,-0.03227866,25.0,13.0,0.0838928,26.0,226.0,19257.336,7.145266,2695.118,14.97688,22.0,10018.482,23.95854,418.1591,15.34938,21.0,14122.6455,33.103462,426.6214,14.38713,1.253607,0.9622536,0.372508,0.5897455,135.72237,-3.3585746,55.53834,39.850666,0.97156113,2.1242533,1.2784339,NGC_884,0.504
156106,4.5767127e+17,36.878967,0.03598493,57.141514,0.043886248,0.40403324,0.056747433,7.119851,-0.67792964,0.10306857,-1.0682613,0.12218045,0.2310044,0.009945302,-0.1605387,-0.06119626,0.01815234,-0.08299792,0.04180922,0.2234963,0.06915519,0.1149001,214.0,212.0,-1.387343,179.4287,7.352752,-0.01971591,25.0,13.0,0.1174354,26.0,221.0,6817.0186,9.153601,744.7363,16.10438,26.0,3260.7139,19.292889,169.0112,16.56811,25.0,5230.3384,21.3866,244.5615,15.4656,1.245567,1.10251,0.463726,0.6387844,135.71278,-3.3268056,55.5593,39.879684,0.9619105,2.1290078,1.28324,NGC_884,0.619
156926,4.5860424e+17,33.660397,0.018313153,57.339275,0.023760477,0.39308184,0.030056318,13.07818,-0.7372958,0.05451587,-1.2330191,0.059586782,0.2024358,0.09603279,-0.0120571,-0.07455859,-0.02160962,-0.1168283,-0.02445715,0.1791758,0.1997557,0.1606519,288.0,287.0,-1.520296,246.8035,21.3081,-0.001042504,33.0,14.0,0.06635851,35.0,299.0,17909.621,6.701192,2672.603,15.05565,34.0,9356.932,14.522515,644.3052,15.42355,29.0,12640.188,15.355422,823.1743,14.50754,1.228229,0.9160185,0.3679047,0.5481138,134.00458,-3.732845,53.602764,40.800564,1.0259564,1.1098338,1.9472616,NGC_869,0.431
157273,4.5870464e+17,34.88843,0.019158382,57.991226,0.023595951,0.4623151,0.029738521,15.546,-0.51039326,0.052452166,-1.0396807,0.059247553,0.160162,0.1433951,-0.1083052,-0.0503442,-0.1727809,-0.09830898,0.01098432,0.1941284,0.0828016,0.196567,265.0,258.0,6.886961,440.7239,178.1183,-0.01233197,30.0,14.0,0.04924876,32.0,246.0,138563.69,39.66725,3493.151,12.83424,31.0,71580.195,90.44113,791.4562,13.21441,31.0,99141.25,79.296814,1250.255,12.27128,1.232079,0.9431219,0.3801641,0.5629578,134.41412,-2.90263,54.7614,41.101685,1.1398965,0.873926,1.118377,NGC_869,0.426
157316,4.5870285e+17,35.17873,0.020881409,58.01197,0.026721753,0.43955323,0.03412027,12.88247,-0.90067005,0.06403878,-1.2348696,0.07400285,0.3496023,-0.03079641,-0.1486133,-0.2928824,0.04168204,-0.3006566,-0.1702703,0.2253524,0.3059867,0.269436,240.0,240.0,5.245447,367.1496,27.11283,-0.001465557,28.0,11.0,0.08291738,30.0,249.0,42780.297,16.841415,2540.184,14.11026,26.0,22984.123,30.953737,742.5314,14.44782,27.0,29669.037,47.661686,622.4924,13.58116,1.230781,0.8666573,0.3375626,0.5290947,134.55219,-2.8313603,54.95732,41.053925,1.4777895,0.98215234,0.98014843,NGC_869,0.367
157543,4.5860506e+17,33.693043,0.022126598,57.40907,0.02961695,0.43916598,0.038237695,11.48516,-0.7010193,0.06515824,-1.0904058,0.07455077,0.1502414,0.1065447,0.001739242,-0.1037166,-0.01059766,-0.1686048,0.03882638,0.166795,0.2550189,0.09449691,271.0,270.0,-0.4994803,253.0197,14.52706,-0.03056075,31.0,13.0,0.07669301,32.0,272.0,12788.925,5.2736216,2425.074,15.42128,28.0,6601.1074,16.040815,411.5194,15.80235,28.0,9118.656,15.6261835,583.5498,14.86209,1.22917,0.9402533,0.3810654,0.5591879,133.99915,-3.6610692,53.664036,40.85563,1.0422363,1.0936047,1.9238781,NGC_869,0.428
157637,4.5862874e+17,33.73618,0.020676764,57.472965,0.02563518,0.4689954,0.034884606,13.44419,-0.8931059,0.06291536,-1.1475624,0.0675668,0.1666685,0.05179187,-0.01616628,-0.1396104,-0.01299199,-0.1809725,0.008096703,0.2087392,0.2219501,0.1259522,289.0,277.0,8.990437,539.1396,406.8651,-0.08364196,33.0,13.0,0.04704317,35.0,280.0,483737.0,256.61728,1885.052,11.47684,30.0,302722.28,804.1855,376.4334,11.64878,30.0,279111.72,266.7979,1046.154,11.14748,1.20279,0.5013018,0.1719341,0.3293676,134.00087,-3.59311,53.728622,40.90292,0.91514647,1.070795,1.8919276,NGC_869,0.384
158495,4.5854545e+17,33.621742,0.016278943,57.019073,0.023971958,0.38502264,0.025788957,14.92975,-0.80990887,0.051842105,-1.0798242,0.06700106,0.4272092,-0.04316205,0.1748805,0.1716441,-0.2590962,0.1883499,0.4222216,-0.09809268,-0.2243034,0.4733752,250.0,250.0,0.821151,262.9308,58.59396,0.04029473,29.0,13.0,0.08290765,32.0,259.0,49413.18,13.254589,3728.005,13.95376,26.0,30156.635,41.892384,719.8596,14.15293,26.0,29321.11,38.224495,767.0764,13.59397,1.203682,0.5589619,0.199172,0.3597898,134.08624,-4.043217,53.393642,40.521633,1.0915028,1.133536,1.9769312,NGC_869,0.39
158880,4.5761622e+17,36.534653,0.028095158,56.574383,0.034611553,0.4169754,0.04393425,9.490897,-0.5991336,0.08149326,-1.1838121,0.09080435,0.310384,0.1262194,0.007337025,0.03900428,-0.01954715,0.04710052,0.1269992,0.09968871,-0.09434865,0.2723385,282.0,280.0,-0.7000268,258.2676,9.10955,0.009900612,32.0,14.0,0.09641023,34.0,296.0,8096.2944,4.1134872,1968.231,15.91765,34.0,3849.8232,11.584051,332.3383,16.38779,32.0,6204.7217,11.844196,523.8618,15.28011,1.24187,1.107673,0.4701366,0.637536,135.74174,-3.9236622,55.031574,39.44148,1.0101929,1.8686485,1.0883756,NGC_884,0.509
158994,4.5863087e+17,33.793255,0.021681774,57.548286,0.025652198,0.4849962,0.036251433,13.37868,-0.7761197,0.06253446,-1.0390608,0.06364538,0.1913881,0.1432747,-0.03930546,-0.0564246,-0.07340707,-0.120645,0.006329936,0.3355976,0.2001018,0.2226683,242.0,241.0,6.113364,394.3502,21.82073,-0.06452335,28.0,14.0,0.0719369,29.0,246.0,29588.986,9.722404,3043.382,14.51054,29.0,16159.72,31.552504,512.1533,14.8303,27.0,20112.654,37.239742,540.0858,14.00325,1.225874,0.8270569,0.3197622,0.5072947,134.00598,-3.5119495,53.808743,40.957226,1.4554222,1.0448546,1.8516101,NGC_869,0.421
159002,4.5860434e+17,33.66051,0.015497053,57.365368,0.019274596,0.37393853,0.024283446,15.39891,-0.84755355,0.04486015,-1.2017138,0.04830364,0.2417273,0.07633857,-0.07016956,-0.1121074,-0.03508597,-0.1571354,-0.05443796,0.1937648,0.2124314,0.1937314,274.0,273.0,-7.458725,129.3405,40.56567,-0.002714833,31.0,14.0,0.0579818,33.0,284.0,32459.771,7.8100505,4156.154,14.41,31.0,16243.087,22.795122,712.5685,14.82472,33.0,23926.473,44.24229,540.8054,13.81472,1.237518,1.009994,0.4147148,0.5952787,133.99635,-3.7080762,53.61792,40.824,0.8258219,1.1149771,1.9501932,NGC_869,0.394
159557,4.585487e+17,33.601948,0.022805296,57.155777,0.029773206,0.35265803,0.035782583,9.855578,-0.5093899,0.06241931,-1.1492188,0.06903751,0.2448775,0.1703029,-0.05462622,-0.05213543,-0.03967055,-0.1078653,-0.05501258,0.2156567,0.1860799,0.2226361,261.0,261.0,-1.652016,219.8063,14.25901,0.05899615,30.0,14.0,0.07542757,33.0,271.0,12415.514,4.6508393,2669.521,15.45345,30.0,6318.5415,18.36266,344.0973,15.84985,30.0,8948.424,13.115335,682.287,14.88255,1.229668,0.9672918,0.3963919,0.5709,134.0327,-3.9169223,53.45942,40.649338,0.9886467,1.1483799,1.9941229,NGC_869,0.411
160523,4.5888008e+17,35.973507,0.024039447,57.93423,0.03435441,0.43705583,0.040726706,10.73143,-0.46758053,0.071976505,-1.0156604,0.10043918,0.1830706,-0.001448085,-0.09401389,-0.1975145,0.06813135,-0.1646413,-0.2161193,0.2242979,0.1957643,0.09168532,238.0,238.0,-2.054152,190.8263,14.24632,-0.01520068,27.0,11.0,0.1012815,29.0,247.0,12448.411,5.33988,2331.216,15.45058,27.0,5988.333,16.513945,362.6228,15.90812,26.0,9429.398,15.360781,613.8619,14.82571,1.23853,1.082413,0.4575424,0.6248703,134.97519,-2.7593203,55.41739,40.80319,0.97347164,1.465073,0.8930233,NGC_884,0.505
161642,4.5753153e+17,36.239414,0.023858434,56.405544,0.029249825,0.3924832,0.040509157,9.688752,-0.5538779,0.07203839,-1.0407408,0.077834696,0.2212946,-0.01020921,-0.09348688,0.04107286,-0.007277936,0.02580385,0.137863,0.2661642,-0.05469403,0.1402043,273.0,271.0,-0.1529076,261.8285,13.99581,-0.07920986,31.0,13.0,0.08062097,33.0,284.0,12326.227,6.4512296,1910.679,15.46129,28.0,6709.1157,21.856329,306.9644,15.78473,28.0,8302.596,13.948542,595.2303,14.96389,1.217868,0.8208399,0.3234348,0.4974051,135.64934,-4.1394796,54.74907,39.355362,1.0414765,1.6555296,0.9653046,NGC_884,0.495
161946,4.5752538e+17,35.809566,0.015053866,56.277042,0.019986749,0.42933488,0.025671432,16.72423,-0.86186147,0.045887694,-2.2046514,0.0586354,0.322383,-0.03035365,-0.07067494,-0.1095798,-0.05604951,-0.1254053,-0.03037611,0.2162004,0.00599474,0.1722601,285.0,284.0,-4.179479,190.9415,51.9531,-0.07881708,33.0,13.0,0.06626588,34.0,293.0,43807.574,12.181338,3596.286,14.08449,34.0,25607.578,42.768803,598.7443,14.33047,33.0,26945.795,32.307476,834.0421,13.68569,1.199641,0.6447744,0.2459745,0.3987999,135.47089,-4.3434377,54.399796,39.33762,0.9028337,1.3591825,0.87447953,NGC_884,0.478
162282,4.5880954e+17,36.67611,0.019533187,57.597763,0.022799604,0.4381054,0.030290544,14.46344,-0.49298602,0.064518176,-1.080803,0.065747574,0.2024755,-0.03389084,0.02257228,-0.01737553,-0.110362,-0.031952,0.01047134,0.08103375,-0.06618854,0.1857506,263.0,263.0,-1.92995,216.0035,24.77561,-0.08405493,30.0,14.0,0.07519694,32.0,280.0,20651.342,7.0988007,2909.131,14.901,31.0,9496.491,18.63268,509.6685,15.40748,31.0,16389.762,25.429907,644.5074,14.22549,1.25349,1.181992,0.506485,0.6755066,135.44553,-2.9409163,55.6778,40.340027,1.0446678,1.9824893,1.1791958,NGC_884,0.484
163515,4.586027e+17,33.614445,0.024650805,57.317963,0.032602645,0.43377644,0.042677715,10.164,-0.8549951,0.07097972,-1.0708913,0.07749929,0.194444,0.1825522,0.0153963,-0.07946529,-0.08973109,-0.164557,-0.0203131,0.2344768,0.2000683,0.1846543,269.0,269.0,-2.253539,214.9476,11.88319,-0.03436014,31.0,13.0,0.08119161,33.0,282.0,10473.821,4.7834663,2189.588,15.6381,29.0,5431.6826,32.661167,166.304,16.01405,25.0,7650.578,27.365408,279.5711,15.05268,1.249044,0.9613667,0.3759489,0.5854177,133.98776,-3.7609096,53.560986,40.79225,0.9502585,1.1512796,1.9907622,NGC_869,0.416
163616,4.5767034e+17,36.91859,0.02907094,57.095543,0.038214527,0.41041097,0.048094243,8.533474,-0.6092875,0.08421146,-1.2880117,0.11227994,0.1575919,0.006060995,-0.1846099,0.003514365,0.07158963,0.004249261,-0.06842843,0.2420187,-0.06423847,0.01362498,203.0,201.0,-2.438495,151.0149,11.87074,-0.02882792,23.0,12.0,0.1087278,24.0,209.0,10319.891,5.1619787,1999.212,15.65418,20.0,5199.2856,19.66801,264.3524,16.06153,20.0,7524.519,15.844795,474.889,15.07072,1.23294,0.9908056,0.4073515,0.5834541,135.74959,-3.3618262,55.55999,39.828934,0.92522043,2.1688378,1.3230846,NGC_884,0.545
163720,4.5767793e+17,36.87201,0.021266706,57.35295,0.025931783,0.41052127,0.03563839,11.51907,-0.6342417,0.06534125,-1.0497534,0.07617777,0.2472802,-0.06187578,-0.1724258,-0.01582483,-0.02831307,-0.02606286,0.03792792,0.2626834,-0.07548538,0.2221536,244.0,242.0,-1.817103,199.0053,22.77295,-0.03349852,28.0,13.0,0.08165152,30.0,258.0,18970.67,5.933804,3197.05,14.99316,28.0,9311.536,23.05541,403.8764,15.42883,28.0,14239.027,27.967875,509.1208,14.37822,1.24142,1.050615,0.4356756,0.6149397,135.63245,-3.13114,55.669403,40.073593,1.0291097,2.1338649,1.296375,NGC_884,0.613
163784,4.582613e+17,35.029533,0.012729191,56.226124,0.017635165,0.36813107,0.021469835,17.14643,-0.57676154,0.038312983,-1.2457438,0.045438956,0.4501289,-0.01406202,-0.1511994,-0.1777657,-0.2060892,-0.2486831,-0.1514356,0.3647418,0.1975425,0.4496628,314.0,313.0,-0.6420106,291.6955,125.1778,0.01566746,36.0,13.0,0.06012197,37.0,319.0,105319.586,31.470015,3346.665,13.13209,36.0,68306.62,113.66502,600.9467,13.26523,36.0,57801.906,88.17861,655.5094,12.85706,1.197389,0.4081669,0.1331387,0.2750282,135.08,-4.539687,53.863052,39.473194,0.8232931,0.94452125,1.0623908,NGC_869,0.359
163922,4.5805352e+17,36.854652,0.02195978,57.389656,0.026434155,0.43817666,0.035984177,12.17693,-0.44068918,0.06588225,-0.9600959,0.068979375,0.2490668,-0.01593164,-0.2138004,-0.1028186,0.07895878,-0.07981382,-0.1439481,0.3380468,0.05057823,0.1553108,246.0,245.0,-3.574836,169.361,20.7968,-0.04781199,28.0,13.0,0.07484289,30.0,263.0,17477.12,6.0212336,2902.581,15.08219,29.0,9139.84,23.349718,391.4326,15.44904,26.0,12252.781,15.2110195,805.52,14.54133,1.224036,0.9077082,0.3668499,0.5408583,135.61038,-3.1003246,55.678238,40.110867,0.9178943,2.1208134,1.2863387,NGC_884,0.517
163934,4.585472e+17,33.58604,0.026006129,57.048267,0.03514951,0.43873087,0.042267688,10.37982,-0.7895079,0.08226832,-0.9753668,0.08767718,0.2917565,0.1060503,0.1448262,0.03916012,-0.1237308,0.01044759,0.08825848,0.09123202,0.06486652,0.3076131,281.0,281.0,0.03615128,276.1827,9.929098,0.04297521,32.0,14.0,0.09647191,33.0,287.0,8819.993,4.303878,2049.313,15.8247,29.0,3959.9817,13.096971,302.3586,16.35715,28.0,7150.791,12.417663,575.8564,15.12603,1.259726,1.23112,0.5324593,0.6986609,134.05852,-4.0216575,53.387383,40.556377,1.0467769,1.1667105,2.0112576,NGC_869,0.381
164192,4.5860266e+17,33.603783,0.017084535,57.298115,0.022449654,0.41847506,0.029587844,14.14348,-0.6716488,0.053744294,-0.88347554,0.05841271,0.2451523,0.04408426,0.0320799,-0.1677979,-0.1079536,-0.24394,-0.1419816,0.3089901,0.3416431,0.2691567,268.0,268.0,-4.189238,177.6323,34.9986,0.0005226749,31.0,13.0,0.06897327,34.0,277.0,28844.072,7.717738,3737.374,14.53822,33.0,16223.569,21.979343,738.128,14.82602,32.0,18854.172,29.0405,649.2371,14.0734,1.216116,0.7526207,0.2877979,0.4648228,133.98857,-3.7815616,53.54268,40.776924,0.90315485,1.1587231,1.9995583,NGC_869,0.399
164790,4.5880473e+17,36.79758,0.02398711,57.48425,0.02985788,0.36600727,0.036728438,9.965228,-0.5319682,0.06561609,-0.9141972,0.0786741,0.3695868,0.1467662,-0.1391577,-0.075724,0.1001325,-0.06085058,-0.05173501,0.1874184,-0.05665752,0.2527048,238.0,233.0,4.668334,342.0486,208.5027,0.01403746,27.0,14.0,0.05637228,29.0,239.0,155537.64,34.506477,4507.491,12.70878,28.0,83895.695,130.11711,644.7707,13.04204,28.0,106787.33,132.58568,805.4213,12.19062,1.225961,0.8514185,0.3332615,0.518157,135.54741,-3.0232697,55.693268,40.209656,1.0460906,2.078283,1.2542949,NGC_884,0.502
164984,4.5880473e+17,36.80017,0.025616858,57.482376,0.032811623,0.34912676,0.040585954,8.602158,-0.6314017,0.073040724,-0.87761205,0.08862412,0.3692688,0.1197566,-0.05700312,-0.0195364,0.09892974,-0.01263308,0.06819712,0.1544112,-0.08293925,0.240707,246.0,246.0,0.8978911,260.5522,13.93218,0.002295239,28.0,14.0,0.09236761,30.0,261.0,12123.198,5.0277395,2411.262,15.47932,27.0,5631.1826,24.731525,227.6925,15.97489,27.0,9637.219,13.3233595,723.3325,14.80204,1.259437,1.172848,0.4955664,0.6772814,135.5494,-3.0245142,55.693897,40.20737,1.118722,2.0805151,1.2562422,NGC_884,0.549
165420,4.5767708e+17,36.894157,0.033706762,57.322277,0.03952465,0.55208534,0.05506218,10.02658,-0.4290574,0.1117179,-1.1842906,0.110310376,0.1946661,-0.09194201,-0.09435334,-0.005726075,-0.05214791,-0.01714805,0.004512337,0.1851705,-0.01425156,0.1671082,228.0,228.0,-1.623899,189.8339,7.824131,-0.05432295,26.0,13.0,0.1140303,27.0,237.0,6875.071,4.3097944,1595.22,16.09517,25.0,3179.1995,12.035754,264.1462,16.59559,25.0,5389.8916,11.026065,488.8318,15.43297,1.2464,1.162624,0.5004215,0.6622028,135.65474,-3.155385,55.666946,40.04073,0.95335,2.1529105,1.313226,NGC_884,0.497
165668,4.5882723e+17,36.388393,0.016839422,57.801437,0.021260744,0.42021078,0.026499592,15.85725,-0.63865864,0.055451013,-1.154172,0.06199197,0.2626583,-0.03281348,-0.03413356,-0.1165205,-0.1924547,-0.1493827,-0.1525041,0.1388703,0.07795199,0.2976897,265.0,265.0,-4.68857,166.5737,38.70624,-0.03899142,30.0,13.0,0.07426012,31.0,274.0,31518.69,8.300395,3797.252,14.44195,30.0,16516.555,28.825352,572.9871,14.80659,30.0,22183.473,22.565346,983.077,13.89685,1.227844,0.9097433,0.3646441,0.5450993,135.2288,-2.805735,55.606884,40.589443,0.9270466,1.7712708,1.0419779,NGC_884,0.579
165706,4.586045e+17,33.623653,0.012348419,57.366673,0.015616615,0.377606,0.019674597,19.19257,-0.8801299,0.035776254,-0.84976244,0.03918474,0.2522211,0.100175,-0.04449277,-0.1180379,-0.008920104,-0.1607122,-0.05584725,0.2032705,0.1998471,0.1991844,290.0,290.0,-5.516946,172.0572,92.42738,-0.002799288,33.0,14.0,0.04991518,35.0,308.0,73815.36,82.296585,896.9431,13.518,31.0,42921.375,165.71944,259.0002,13.7697,32.0,47022.062,181.18765,259.5214,13.08117,1.218492,0.6885386,0.2517052,0.4368334,133.97705,-3.7131286,53.595055,40.833874,0.8865315,1.1512877,1.9869326,NGC_869,0.377
166074,4.585473e+17,33.569103,0.01949154,57.08898,0.024896432,0.3906434,0.030505203,12.8058,-0.6906673,0.05795961,-0.98763055,0.05767728,0.3564622,0.1759048,0.07492428,-0.04265225,0.004749082,-0.06752315,-0.06975606,0.1744347,0.1262531,0.2568644,289.0,289.0,-2.516492,227.5722,20.70181,0.01010403,33.0,14.0,0.06884794,34.0,292.0,17781.566,6.8783937,2585.134,15.06344,33.0,10130.969,15.567029,650.7965,15.33726,33.0,11395.523,14.307946,796.4472,14.62008,1.210607,0.7171764,0.2738209,0.4433556,134.03688,-3.9859319,53.399864,40.597027,0.9428758,1.1815525,2.0270505,NGC_869,0.442
166118,4.586397e+17,34.015423,0.026399229,57.752197,0.030764677,0.45526335,0.039167028,11.62364,-0.7638723,0.08203971,-1.1017207,0.07475941,0.2656784,0.02941737,-0.08735825,-0.05759829,0.001454527,-0.05197197,-0.1635705,0.2441993,0.06629083,0.1873275,236.0,236.0,-0.8496862,212.5824,13.05311,-0.02848534,27.0,14.0,0.08700109,29.0,248.0,11527.955,4.9375167,2334.768,15.53399,27.0,6049.9194,20.246058,298.8196,15.89701,29.0,8095.3037,13.846819,584.6328,14.99134,1.227037,0.9056778,0.3630295,0.5426483,134.0534,-3.2807105,54.068703,41.088554,1.0131662,0.9637475,1.7003155,NGC_869,0.384
166223,4.5805355e+17,36.867275,0.02633787,57.38992,0.031677388,0.5066341,0.042920176,11.8041,-0.6251961,0.07984611,-1.211151,0.08389954,0.1468086,-0.02838663,-0.2185625,-0.03964862,-0.009581871,-0.04073412,-0.1294338,0.301264,0.0804359,0.1361724,235.0,234.0,-1.775875,192.464,13.08361,-0.03041634,27.0,13.0,0.08703475,29.0,251.0,11164.347,4.921929,2268.287,15.56878,27.0,4941.3384,12.644295,390.7959,16.11678,26.0,9143.691,10.229057,893.8939,14.85912,1.261608,1.257662,0.5479946,0.7096672,135.61664,-3.0976148,55.686466,40.108273,0.9780156,2.1333733,1.298748,NGC_884,0.5
